model,id,quales_id,quales_split,assertion,input,goal,target_word,predicted_word,exact_match,raw_prediction,predicted_token_ids,prediction_truncated
charruaLLM,280,138,test_gold,"El Consejo Superior de Deportes de España, la Liga y la Real Federación Española de Fútbol son los anunciantes de la vuelta del fútbol en España.","El Consejo Superior de Deportes de España, la Liga y la Real Federación Española de Fútbol son los anunciantes de la vuelta del fútbol en", España,España,el,False, el,[286],False
charruaLLM,281,140,test_gold,Irene Lozano fue presidenta del Consejo Superior de Deportes.,Irene Lozano fue presidenta del Consejo Superior de, Deportes,Deportes,la,False, la,[279],False
charruaLLM,282,143,test_gold,El Palacio de Viana está ubicado en Madrid.,El Palacio de Viana está ubicado en, Madrid,Madrid,la,False, la,[279],False
charruaLLM,283,147,test_gold,Las economías de América del Norte y Asia fueron las más afectadas por la pandemia.,Las economías de América del Norte y Asia fueron las más afectadas por la, pandemia,pandemia,pandemia,True, pandemia,"[2172, 7461]",False
charruaLLM,284,148,test_gold,Se esperaban caídas superiores al 30% en el comercio local de América Latina.,Se esperaban caídas superiores al 30% en el comercio local de América, Latina,Latina,Latina,True, Latina.,"[3401, 14]",False
charruaLLM,285,150,test_gold,"Los sectores económicos más afectados por la pandemia de COVID-19 fueron la construcción, el comercio, la hotelería y la gastronomía.","Los sectores económicos más afectados por la pandemia de COVID-19 fueron la construcción, el comercio, la hotelería y la", gastronomía,gastronomía,construcción,False, construcción.,"[3148, 14]",False
charruaLLM,286,154,test_gold,El undécimo fallecido por coronavirus en Uruguay tenía 80 años.,El undécimo fallecido por coronavirus en Uruguay tenía 80, años,años,años,True, años,[547],False
charruaLLM,287,160,test_gold,Tedros Adhanom Ghebreyesus fue director general de la OMS.,Tedros Adhanom Ghebreyesus fue director general de la, OMS,OMS,compañía,False, compañía.,"[2676, 14]",False
charruaLLM,288,164,test_gold,China fue el país más afectado por el COVID-19.,China fue el país más afectado por el, COVID-19,COVID-19,coronavirus,False, coronavirus,"[16045, 341, 4503]",False
charruaLLM,289,165,test_gold,Italia fue el segundo país más afectado por el Covid.,Italia fue el segundo país más afectado por el, Covid,Covid,coronavirus,False, coronavirus,"[16045, 341, 4503]",False
charruaLLM,290,167,test_gold,El Covid empezó en la ciudad china de Wuhan.,El Covid empezó en la ciudad china de, Wuhan,Wuhan,"Wuhan,",False," Wuhan,","[870, 85, 4139, 12]",False
charruaLLM,291,171,test_gold,Jorge Quian fue ministro de Salud.,Jorge Quian fue ministro de, Salud,Salud,Economía,False, Economía,[3130],False
charruaLLM,292,172,test_gold,Lucía Alonso fue directora de Epidemiología.,Lucía Alonso fue directora de, Epidemiología,Epidemiología,la,False, la,[279],False
charruaLLM,293,173,test_gold,"Los principales síntomas de Covid eran fiebre, tos y dificultad para respirar.","Los principales síntomas de Covid eran fiebre, tos y dificultad para", respirar,respirar,respirar,True, respirar.,"[7368, 920, 14]",False
charruaLLM,294,174,test_gold,Giovanni Escalante fue representante de la OPS en Uruguay.,Giovanni Escalante fue representante de la OPS en, Uruguay,Uruguay,el,False, el,[286],False
charruaLLM,295,181,test_gold,Sao Paulo fue el estado de Brasil con más casos de Covid.,Sao Paulo fue el estado de Brasil con más casos de, Covid,Covid,covid-19,False, covid-19,"[781, 341, 68, 13, 2198]",False
charruaLLM,296,184,test_gold,En Brasil se administró la vacuna Sinovac.,En Brasil se administró la vacuna, Sinovac,Sinovac,de,False, de,[259],False
charruaLLM,297,186,test_gold,"Brasil fue uno de los países con más casos de COVID-19 en el mundo, junto a Estados Unidos y la India.","Brasil fue uno de los países con más casos de COVID-19 en el mundo, junto a Estados Unidos y la", India,India,India,True, India.,"[7073, 14]",False
charruaLLM,298,193,test_gold,Juan Carlos Blanco fue asistente técnico de Jorge Giordano.,Juan Carlos Blanco fue asistente técnico de Jorge, Giordano,Giordano,"Fossati,",False," Fossati,","[15136, 935, 297, 12]",False
charruaLLM,299,196,test_gold,El riesgo de expansión del Covid-19 aumentó.,El riesgo de expansión del Covid-19, aumentó,aumentó,en,False, en,[281],False
charruaLLM,300,2,test_gold,Los jugadores de Nacional estuvieron aislados por una semana.,Los jugadores de Nacional estuvieron aislados por una, semana,semana,situación,False, situación,[1210],False
charruaLLM,301,20,test_gold,Los dirigentes del SUNCA se reunieron con los representantes de las cámaras empresariales.,Los dirigentes del SUNCA se reunieron con los representantes de las cámaras, empresariales,empresariales,empresariales,True, empresariales,[11025],False
charruaLLM,302,200,test_gold,El primer caso de Covid-19 en el África Subsahariana se detectó.,El primer caso de Covid-19 en el África Subsahariana se, detectó,detectó,produjo,False, produjo,[4497],False
charruaLLM,303,201,test_gold,Brasil es el primer país de Latinoamérica en haber presentado un caso de COVID-19.,Brasil es el primer país de Latinoamérica en haber presentado un caso de, COVID-19,COVID-19,coronavirus,False, coronavirus.,"[16045, 341, 4503, 14]",False
charruaLLM,304,202,test_gold,México fue el segundo país de Latinoamérica en presentar un caso de Covid.,México fue el segundo país de Latinoamérica en presentar un caso de, Covid,Covid,coronavirus,False, coronavirus,"[16045, 341, 4503]",False
charruaLLM,305,203,test_gold,Jorge Quian fue subsecretario de Salud Pública.,Jorge Quian fue subsecretario de Salud, Pública,Pública,Pública,True, Pública,[4498],False
charruaLLM,306,206,test_gold,Los casos graves de coronavirus eran poco frecuentes.,Los casos graves de coronavirus eran poco, frecuentes,frecuentes,"frecuentes,",False," frecuentes,","[13939, 12]",False
charruaLLM,307,212,test_gold,"Las medidas solicitadas buscan proteger a mujeres, niñas, niños y adolescentes.","Las medidas solicitadas buscan proteger a mujeres, niñas, niños y", adolescentes,adolescentes,personas,False, personas,[913],False
charruaLLM,308,216,test_gold,Tedros Adhanom Ghebreyesus fue director de la OMS.,Tedros Adhanom Ghebreyesus fue director de la, OMS,OMS,compañía,False, compañía,[2676],False
charruaLLM,309,217,test_gold,El director de la OMS fue etíope.,El director de la OMS fue, etíope,etíope,el,False, el,[286],False
charruaLLM,310,218,test_gold,Tedros Adhanom Ghebreyesus fue el director general de la Organización Mundial de la Salud.,Tedros Adhanom Ghebreyesus fue el director general de la Organización Mundial de la, Salud,Salud,Salud,True, Salud,[2979],False
charruaLLM,311,219,test_gold,La OMS es la Organización Mundial de la Salud.,La OMS es la Organización Mundial de la, Salud,Salud,Salud,True, Salud,[2979],False
charruaLLM,312,221,test_gold,El covid-19 se originó en Wuhan.,El covid-19 se originó en, Wuhan,Wuhan,el,False, el,[286],False
charruaLLM,313,223,test_gold,El virus que llevó a la pandemia se llama SARS CoV-2.,El virus que llevó a la pandemia se llama SARS, CoV-2,CoV-2,"-CoV-2,",False,"-CoV-2,","[13, 7001, 54, 13, 18, 12]",False
charruaLLM,314,226,test_gold,El virus SARS CoV-2 causa la enfermedad covid-19.,El virus SARS CoV-2 causa la enfermedad, covid-19,covid-19,y,False, y,[290],False
charruaLLM,315,23,test_gold,Daniel Radío fue el secretario del Sistema Integrado de Cuidados.,Daniel Radío fue el secretario del Sistema Integrado de, Cuidados,Cuidados,"Salud,",False," Salud,","[2979, 12]",False
charruaLLM,316,232,test_gold,La OMS es la Organización Mundial de la Salud.,La OMS es la Organización Mundial de la, Salud,Salud,Salud,True, Salud,[2979],False
charruaLLM,317,233,test_gold,La OMS declaró la pandemia.,La OMS declaró la, pandemia,pandemia,emergencia,False, emergencia,[5520],False
charruaLLM,318,24,test_gold,Margarita Percovich integra la Red Pro Cuidados.,Margarita Percovich integra la Red Pro, Cuidados,Cuidados,"ducciones,",False,"ducciones,","[13096, 12]",False
charruaLLM,319,241,test_gold,Países solicitaron asistencia financiera al FMI.,Países solicitaron asistencia financiera al, FMI,FMI,Banco,False, Banco,[2297],False
charruaLLM,320,242,test_gold,Se esperaba que más de 170 países afiliados al FMI tuvieran un crecimiento per cápita negativo.,Se esperaba que más de 170 países afiliados al FMI tuvieran un crecimiento per cápita, negativo,negativo,de,False, de,[259],False
charruaLLM,321,243,test_gold,"América Latina, África y Asia fueron algunas de las regiones más afectadas por la pandemia.","América Latina, África y Asia fueron algunas de las regiones más afectadas por la", pandemia,pandemia,pandemia,True, pandemia,"[2172, 7461]",False
charruaLLM,322,248,test_gold,Algunos de los países con menor cantidad de casos flexibilizaron las restricciones por la pandemia.,Algunos de los países con menor cantidad de casos flexibilizaron las restricciones por la, pandemia,pandemia,pandemia,True, pandemia.,"[2172, 7461, 14]",False
charruaLLM,323,250,test_gold,"Según el Centro Europeo de Prevención y Control de Enfermedades, las medidas impuestas para la pandemia debían mantenerse al menos unos meses.","Según el Centro Europeo de Prevención y Control de Enfermedades, las medidas impuestas para la pandemia debían mantenerse al menos unos", meses,meses,"días,",False," días,","[998, 12]",False
charruaLLM,324,261,test_gold,Cerca de 600 personas murieron a causa del COVID en Suecia en 2020.,Cerca de 600 personas murieron a causa del COVID en Suecia en, 2020,2020,los,False, los,[308],False
charruaLLM,325,264,test_gold,Camberra es la capital de Australia.,Camberra es la capital de, Australia,Australia,la,False, la,[279],False
charruaLLM,326,268,test_gold,Unos 430.000 pobladores de Canberra y sus comunidades aledañas tuvieron que confinarse tras detectarse un caso de COVID-19.,Unos 430.000 pobladores de Canberra y sus comunidades aledañas tuvieron que confinarse tras detectarse un caso de, COVID-19,COVID-19,coronavirus,False, coronavirus.,"[16045, 341, 4503, 14]",False
charruaLLM,327,270,test_gold,El fallecido tenía 73 años.,El fallecido tenía 73, años,años,años,True, años,[547],False
charruaLLM,328,274,test_gold,El CDC son los Centros de Control y Prevención de Enfermedades.,El CDC son los Centros de Control y Prevención de, Enfermedades,Enfermedades,Enfermedades,True, Enfermedades,"[1912, 618, 539, 649]",False
charruaLLM,329,276,test_gold,La Reserva Federal planeó comprar bonos del Tesoro.,La Reserva Federal planeó comprar bonos del, Tesoro,Tesoro,Tesoro,True, Tesoro,[10205],False
charruaLLM,330,277,test_gold,El límite fijado por la Reserva Federal para la compra de activos fue de 700.000 millones de dólares.,El límite fijado por la Reserva Federal para la compra de activos fue de 700.000 millones de, dólares,dólares,"dólares,",False," dólares,","[1294, 12]",False
charruaLLM,331,282,test_gold,El Comité de Emergencia de la OMS se reunió en Ginebra (Suiza).,El Comité de Emergencia de la OMS se reunió en Ginebra, (Suiza),(Suiza),para,False, para,[345],False
charruaLLM,332,283,test_gold,La OMS declaró la emergencia internacional por el coronavirus.,La OMS declaró la emergencia internacional por el, coronavirus,coronavirus,coronavirus,True, coronavirus,"[16045, 341, 4503]",False
charruaLLM,333,284,test_gold,Tedros Adhanom Ghebreyesus fue director general de la OMS.,Tedros Adhanom Ghebreyesus fue director general de la, OMS,OMS,compañía,False, compañía.,"[2676, 14]",False
charruaLLM,334,286,test_gold,Los casos de coronavirus en América se registraron en Canadá y Estados Unidos.,Los casos de coronavirus en América se registraron en Canadá y Estados, Unidos,Unidos,"Unidos,",False," Unidos,","[1254, 12]",False
charruaLLM,335,287,test_gold,Los coronavirus son una extensa familia de virus que pueden causar desde un resfrío común hasta el síndrome respiratorio agudo severo.,Los coronavirus son una extensa familia de virus que pueden causar desde un resfrío común hasta el síndrome respiratorio agudo, severo,severo,,False,.,[14],False
charruaLLM,336,291,test_gold,Nacional y Wanderers jugaron la final del Torneo Intermedio.,Nacional y Wanderers jugaron la final del Torneo, Intermedio,Intermedio,"Intermedio,",False," Intermedio,","[1529, 8719, 12]",False
charruaLLM,337,294,test_gold,Boris Johnson estuvo aislado en la residencia oficial de Downing Street.,Boris Johnson estuvo aislado en la residencia oficial de Downing, Street,Street,"Street,",False," Street,","[8829, 12]",False
charruaLLM,338,295,test_gold,La residencia oficial de Downing Street se encuentra en Londres.,La residencia oficial de Downing Street se encuentra en, Londres,Londres,la,False, la,[279],False
charruaLLM,339,296,test_gold,Matt Hancock fue el secretario de salud británico.,Matt Hancock fue el secretario de salud, británico,británico,de,False, de,[259],False
charruaLLM,340,299,test_gold,Andrew Cuomo fue gobernador de Nueva York.,Andrew Cuomo fue gobernador de Nueva, York,York,York,True, York,[3010],False
charruaLLM,341,302,test_gold,Chris Sununu fue republicano.,Chris Sununu fue, republicano,republicano,el,False, el,[286],False
charruaLLM,342,303,test_gold,Chris Sununu fue gobernador de Nueva Hampshire.,Chris Sununu fue gobernador de Nueva, Hampshire,Hampshire,York,False, York,[3010],False
charruaLLM,343,31,test_gold,El coronavirus se originó en China.,El coronavirus se originó en, China,China,el,False, el,[286],False
charruaLLM,344,310,test_gold,La Trastienda abrió nuevamente con shows en vivo.,La Trastienda abrió nuevamente con shows en, vivo,vivo,vivo,True, vivo,[5752],False
charruaLLM,345,312,test_gold,El protocolo de seguridad para los shows en vivo fue aprobado por el Poder Ejecutivo y la Intendencia de Montevideo.,El protocolo de seguridad para los shows en vivo fue aprobado por el Poder Ejecutivo y la Intendencia de, Montevideo,Montevideo,Montevideo,True, Montevideo.,"[863, 14]",False
charruaLLM,346,315,test_gold,El show de Buenos Muchachos en La Trastienda empezó a las 21 horas.,El show de Buenos Muchachos en La Trastienda empezó a las 21, horas,horas,.00,False,.00,"[14, 424]",False
charruaLLM,347,326,test_gold,Los anticuerpos monoclonales son proteínas artificiales que también se han usado en tratamientos contra determinados tipos de cáncer.,Los anticuerpos monoclonales son proteínas artificiales que también se han usado en tratamientos contra determinados tipos de, cáncer,cáncer,cáncer,True, cáncer.,"[5136, 14]",False
charruaLLM,348,328,test_gold,Una desventaja del uso de anticuerpos monoclonales era que un tratamiento sin coberturas sanitarias podía costar miles de dólares.,Una desventaja del uso de anticuerpos monoclonales era que un tratamiento sin coberturas sanitarias podía costar miles de, dólares,dólares,dólares,True, dólares.,"[1294, 14]",False
charruaLLM,349,33,test_gold,El primer paciente con coronavirus en Estados Unidos fue una persona que había viajado a Wuhan.,El primer paciente con coronavirus en Estados Unidos fue una persona que había viajado a, Wuhan,Wuhan,Estados,False, Estados,[1259],False
charruaLLM,350,330,test_gold,"Los corticoesteroides como la dexametasona, de bajo precio y disponibles en todo el mundo, y los antagonistas de interleucina-6 fueron los fármacos recomendados contra la COVID-19.","Los corticoesteroides como la dexametasona, de bajo precio y disponibles en todo el mundo, y los antagonistas de interleucina-6 fueron los fármacos recomendados contra la", COVID-19,COVID-19,enfermedad,False, enfermedad.,"[4505, 14]",False
charruaLLM,351,333,test_gold,Italia fue el país más afectado por la pandemia de COVID-19.,Italia fue el país más afectado por la pandemia de, COVID-19,COVID-19,"coronavirus,",False," coronavirus,","[16045, 341, 4503, 12]",False
charruaLLM,352,334,test_gold,Austria es un país donde el gobierno permitió la reapertura de los pequeños comercios.,Austria es un país donde el gobierno permitió la reapertura de los pequeños, comercios,comercios,comercios,True, comercios,[8164],False
charruaLLM,353,338,test_gold,"La pandemia tiene su origen en Wuhan, capital de la provincia de Hubei, China.","La pandemia tiene su origen en Wuhan, capital de la provincia de Hubei,", China,China,en,False, en,[281],False
charruaLLM,354,34,test_gold,"El coronavirus afectó más a personas con enfermedades debilitantes, como afecciones neurológicas, diabetes y obesidad.","El coronavirus afectó más a personas con enfermedades debilitantes, como afecciones neurológicas, diabetes y", obesidad,obesidad,enfermedades,False, enfermedades,[7242],False
charruaLLM,355,341,test_gold,El primer contagiado en Wuhan murió el 11 de enero.,El primer contagiado en Wuhan murió el 11 de, enero,enero,marzo,False, marzo,[2278],False
charruaLLM,356,342,test_gold,La primera muerte por coronavirus fuera de China se registró en enero de 2020.,La primera muerte por coronavirus fuera de China se registró en enero de, 2020,2020,"2020,",False," 2020,","[15732, 12]",False
charruaLLM,357,349,test_gold,La información completa de la pandemia se encuentra en el Center for Systems Science and Engineering de la Johns Hopkins University.,La información completa de la pandemia se encuentra en el Center for Systems Science and Engineering de la Johns Hopkins, University,University,",",False,",",[12],False
charruaLLM,358,352,test_gold,"La covid-19 no logró vencer a las vacunas, que fueron eficaces contra las formas graves de la enfermedad.","La covid-19 no logró vencer a las vacunas, que fueron eficaces contra las formas graves de la", enfermedad,enfermedad,enfermedad,True, enfermedad.,"[4505, 14]",False
charruaLLM,359,362,test_gold,El 88% de los pacientes con covid-19 que participaron en un estudio multicéntrico europeo tuvo alteración del gusto.,El 88% de los pacientes con covid-19 que participaron en un estudio multicéntrico europeo tuvo alteración del, gusto,gusto,sistema,False, sistema,[1508],False
charruaLLM,360,363,test_gold,Martín Fraschini fue presidente de la Sociedad de Otorrinolaringología del Uruguay.,Martín Fraschini fue presidente de la Sociedad de Otorrinolaringología del, Uruguay,Uruguay,Uruguay,True, Uruguay,[655],False
charruaLLM,361,364,test_gold,Martín Fraschini fue presidente de la Sorlu.,Martín Fraschini fue presidente de la, Sorlu,Sorlu,Asociación,False, Asociación,[3195],False
charruaLLM,362,365,test_gold,La Sorlu es la Sociedad de Otorrinolaringología del Uruguay.,La Sorlu es la Sociedad de Otorrinolaringología del, Uruguay,Uruguay,Uruguay,True, Uruguay.,"[655, 14]",False
charruaLLM,363,366,test_gold,Daniel Salinas fue ministro de Salud.,Daniel Salinas fue ministro de, Salud,Salud,Salud,True, Salud,[2979],False
charruaLLM,364,367,test_gold,Daniel Salinas fue ministro de salud.,Daniel Salinas fue ministro de, salud,salud,Salud,False, Salud,[2979],False
charruaLLM,365,368,test_gold,Miguel Asqueta fue el director general de la Salud.,Miguel Asqueta fue el director general de la, Salud,Salud,"empresa,",False," empresa,","[1269, 12]",False
charruaLLM,366,369,test_gold,Miguel Asqueta fue director general de Salud.,Miguel Asqueta fue director general de, Salud,Salud,la,False, la,[279],False
charruaLLM,367,37,test_gold,Argentina es el país de América Latina donde ocurrió la primera muerte por Covid-19.,Argentina es el país de América Latina donde ocurrió la primera muerte por, Covid-19,Covid-19,coronavirus,False, coronavirus,"[16045, 341, 4503]",False
charruaLLM,368,374,test_gold,El mismo tapabocas se podía usar durante tres horas.,El mismo tapabocas se podía usar durante tres, horas,horas,horas,True, horas.,"[1074, 14]",False
charruaLLM,369,377,test_gold,"Los sectores para los que se flexibilizaron los seguros de paro fueron comercios, comercios minoristas, servicios turísticos, agencias de viajes y restaurantes.","Los sectores para los que se flexibilizaron los seguros de paro fueron comercios, comercios minoristas, servicios turísticos, agencias de viajes y", restaurantes,restaurantes,servicios,False, servicios,[2069],False
charruaLLM,370,379,test_gold,Pablo Mieres fue ministro de Trabajo y Seguridad Social.,Pablo Mieres fue ministro de Trabajo y Seguridad, Social,Social,Social,True, Social,[3779],False
charruaLLM,371,38,test_gold,La primera muerte por Covid-19 en América Latina fue un hombre de 64 años que regresó de un viaje a Europa y estaba internado en un hospital de la Ciudad de Buenos Aires.,La primera muerte por Covid-19 en América Latina fue un hombre de 64 años que regresó de un viaje a Europa y estaba internado en un hospital de la Ciudad de Buenos, Aires,Aires,Aires,True, Aires.,"[2493, 14]",False
charruaLLM,372,381,test_gold,"El seguro de paro parcial es una reducción horaria para los empleados, y el resto del salario lo cubre el Banco de Previsión Social.","El seguro de paro parcial es una reducción horaria para los empleados, y el resto del salario lo cubre el Banco de Previsión", Social,Social,Social,True, Social.,"[3779, 14]",False
charruaLLM,373,383,test_gold,"Se implementó un chatbot en la página del Ministerio de Salud Pública (MSP), un sistema de respuesta automática a las dudas más frecuentes sobre el coronavirus, con información recabada por el Sistema Nacional de Emergencias, el MSP y la Administración de los Servicios de Salud del Estado.","Se implementó un chatbot en la página del Ministerio de Salud Pública (MSP), un sistema de respuesta automática a las dudas más frecuentes sobre el coronavirus, con información recabada por el Sistema Nacional de Emergencias, el MSP y la Administración de los Servicios de Salud del", Estado,Estado,Estado,True, Estado,[1367],False
charruaLLM,374,384,test_gold,Se empezó a controlar el precio del alcohol en gel y los tapabocas.,Se empezó a controlar el precio del alcohol en gel y los, tapabocas,tapabocas,productos,False, productos,[2395],False
charruaLLM,375,385,test_gold,Álvaro Delgado fue secretario de Presidencia.,Álvaro Delgado fue secretario de, Presidencia,Presidencia,"Presidencia,",False," Presidencia,","[3686, 12]",False
charruaLLM,376,389,test_gold,Las canastas financiadas por los Fondos Sociales de la Construcción pesan unos 40 kilos.,Las canastas financiadas por los Fondos Sociales de la Construcción pesan unos 40, kilos,kilos,millones,False, millones,[783],False
charruaLLM,377,39,test_gold,"Roberto Tórrez fue el jefe de Epidemiología de Santa Cruz, Bolivia.","Roberto Tórrez fue el jefe de Epidemiología de Santa Cruz,", Bolivia,Bolivia,quien,False, quien,[771],False
charruaLLM,378,395,test_gold,Íñigo Urkullu fue presidente del País Vasco.,Íñigo Urkullu fue presidente del País, Vasco,Vasco,"Vasco,",False," Vasco,","[10920, 12]",False
charruaLLM,379,396,test_gold,La Guerra Civil Española terminó en 1939.,La Guerra Civil Española terminó en, 1939,1939,la,False, la,[279],False
charruaLLM,380,40,test_gold,"Bolivia, Venezuela y Uruguay fueron los países de América Latina que no tenían casos de Covid.","Bolivia, Venezuela y Uruguay fueron los países de América Latina que no tenían casos de", Covid,Covid,covid-19,False, covid-19.,"[781, 341, 68, 13, 2198, 14]",False
charruaLLM,381,403,test_gold,"Los no vacunados que viajaban a Suiza debían presentar un test negativo al llegar y, además, hacerse otra prueba entre cuatro y siete días después.","Los no vacunados que viajaban a Suiza debían presentar un test negativo al llegar y, además, hacerse otra prueba entre cuatro y siete días", después,después,después,True, después,[985],False
charruaLLM,382,406,test_gold,Greg Mortimer es un crucero.,Greg Mortimer es un, crucero,crucero,hombre,False, hombre,[1927],False
charruaLLM,383,409,test_gold,El crucero Greg Mortimer tuvo 200 personas a bordo.,El crucero Greg Mortimer tuvo 200 personas a, bordo,bordo,"bordo,",False," bordo,","[9517, 12]",False
charruaLLM,384,41,test_gold,El coronavirus apareció por primera vez en diciembre.,El coronavirus apareció por primera vez en, diciembre,diciembre,el,False, el,[286],False
charruaLLM,385,410,test_gold,La Armada Nacional evacuó a ciudadanos australianos con COVID-19 del crucero Greg Mortimer.,La Armada Nacional evacuó a ciudadanos australianos con COVID-19 del crucero Greg, Mortimer,Mortimer,"Mortimer,",False," Mortimer,","[2507, 297, 6979, 12]",False
charruaLLM,386,413,test_gold,Tim Cook fue el CEO de Apple que felicitó al gobierno por las alertas de Coronavirus.uy.,Tim Cook fue el CEO de Apple que felicitó al gobierno por las alertas de, Coronavirus.uy,Coronavirus.uy,los,False, los,[308],False
charruaLLM,387,42,test_gold,El coronavirus apareció por primera vez en China.,El coronavirus apareció por primera vez en, China,China,el,False, el,[286],False
charruaLLM,388,428,test_gold,La rebaja de sueldos para el fondo coronavirus duró dos meses.,La rebaja de sueldos para el fondo coronavirus duró dos, meses,meses,horas,False, horas,[1074],False
charruaLLM,389,429,test_gold,El descuento a funcionarios se hizo a partir de un sueldo líquido por encima de los 80.000 pesos.,El descuento a funcionarios se hizo a partir de un sueldo líquido por encima de los 80.000, pesos,pesos,pesos,True, pesos.,"[2978, 14]",False
charruaLLM,390,43,test_gold,El primer caso de Covid en Paraguay apareció en 2020.,El primer caso de Covid en Paraguay apareció en, 2020,2020,el,False, el,[286],False
charruaLLM,391,436,test_gold,"La información para conocer quiénes necesitan asistencia proviene de fuentes de datos del Ministerio de Desarrollo Social, el Banco de Previsión Social y la Intendencia de Montevideo.","La información para conocer quiénes necesitan asistencia proviene de fuentes de datos del Ministerio de Desarrollo Social, el Banco de Previsión Social y la Intendencia de", Montevideo,Montevideo,Montevideo,True, Montevideo.,"[863, 14]",False
charruaLLM,392,438,test_gold,"En España, los pacientes más graves y con mayor probabilidad de supervivencia tenían prioridad para ingresar a cuidados intensivos.","En España, los pacientes más graves y con mayor probabilidad de supervivencia tenían prioridad para ingresar a cuidados", intensivos,intensivos,intensivos,True, intensivos.,"[5619, 1433, 14]",False
charruaLLM,393,44,test_gold,La LUD es la Liga Universitaria de Deportes.,La LUD es la Liga Universitaria de, Deportes,Deportes,"Deportes,",False," Deportes,","[13191, 12]",False
charruaLLM,394,440,test_gold,María Cruz Martín es una médica intensivista española.,María Cruz Martín es una médica intensivista, española,española,que,False, que,[284],False
charruaLLM,395,445,test_gold,Robert Silva fue el presidente de la Administración Nacional de Educación Pública.,Robert Silva fue el presidente de la Administración Nacional de Educación, Pública,Pública,Pública,True, Pública,[4498],False
charruaLLM,396,447,test_gold,Un estudiante de enseñanza media tiene 12 o 13 profesores.,Un estudiante de enseñanza media tiene 12 o 13, profesores,profesores,años,False, años,[547],False
charruaLLM,397,448,test_gold,La estrategia para enfrentar la pandemia fue el aislamiento social y quedarse en casa.,La estrategia para enfrentar la pandemia fue el aislamiento social y quedarse en, casa,casa,casa,True, casa.,"[1611, 14]",False
charruaLLM,398,45,test_gold,Santiago Alonso fue presidente de la LUD.,Santiago Alonso fue presidente de la, LUD,LUD,AUF,False, AUF,[6534],False
charruaLLM,399,455,test_gold,"La aplicación CoronavirusUy contiene información sobre ingresos, egresos, test, agendas y vacunas.","La aplicación CoronavirusUy contiene información sobre ingresos, egresos, test, agendas y", vacunas,vacunas,otros,False, otros,[937],False
charruaLLM,400,456,test_gold,La aplicación CoronavirusUy requería 15 minutos para detectar a una persona contagiada cercana.,La aplicación CoronavirusUy requería 15 minutos para detectar a una persona contagiada, cercana,cercana,,False,.,[14],False
charruaLLM,401,457,test_gold,Gastón Milano es un ingeniero que formó parte del equipo que creó la aplicación CoronavirusUy.,Gastón Milano es un ingeniero que formó parte del equipo que creó la aplicación, CoronavirusUy,CoronavirusUy,de,False, de,[259],False
charruaLLM,402,46,test_gold,La LUD suspendió su actividad deportiva.,La LUD suspendió su actividad, deportiva,deportiva,en,False, en,[281],False
charruaLLM,403,465,test_gold,El uso de los teléfonos celulares puede desarrollar conductas adictivas.,El uso de los teléfonos celulares puede desarrollar conductas, adictivas,adictivas,de,False, de,[259],False
charruaLLM,404,467,test_gold,Los trastornos que pueden venir a consecuencia del exceso de información son la ansiedad y la depresión.,Los trastornos que pueden venir a consecuencia del exceso de información son la ansiedad y la, depresión,depresión,depresión,True, depresión.,"[14846, 14]",False
charruaLLM,405,468,test_gold,La hiperconectividad provoca adicciones sociales.,La hiperconectividad provoca adicciones, sociales,sociales,",",False,",",[12],False
charruaLLM,406,469,test_gold,Los teléfonos celulares fueron la tecnología de comunicación con mayor crecimiento a nivel global.,Los teléfonos celulares fueron la tecnología de comunicación con mayor crecimiento a nivel, global,global,mundial,False, mundial.,"[2169, 14]",False
charruaLLM,407,47,test_gold,La LUD retomó su actividad deportiva.,La LUD retomó su actividad, deportiva,deportiva,en,False, en,[281],False
charruaLLM,408,471,test_gold,El primer caso de covid-19 en Uruguay se detectó en marzo.,El primer caso de covid-19 en Uruguay se detectó en, marzo,marzo,el,False, el,[286],False
charruaLLM,409,472,test_gold,"El proyecto de secuenciación del genoma de SARS-CoV-2 en Uruguay estuvo a cargo de la Universidad de la República (Udelar), el Institut Pasteur de Montevideo, el Instituto Nacional de Investigación Agropecuaria (INIA) y el Instituto de Investigaciones Biológicas Clemente Estable (IIBCE).","El proyecto de secuenciación del genoma de SARS-CoV-2 en Uruguay estuvo a cargo de la Universidad de la República (Udelar), el Institut Pasteur de Montevideo, el Instituto Nacional de Investigación Agropecuaria (INIA) y el Instituto de Investigaciones Biológicas Clemente Estable", (IIBCE),(IIBCE),(IIBCE),True, (IIBCE).,"[403, 5846, 4952, 37, 635]",False
charruaLLM,410,474,test_gold,"El test serológico detecta, en sangre obtenida de las personas, si hay anticuerpos generados por el virus.","El test serológico detecta, en sangre obtenida de las personas, si hay anticuerpos generados por el", virus,virus,virus,True, virus.,"[8069, 14]",False
charruaLLM,411,475,test_gold,Gonzalo Moratorio trabajó en el Laboratorio de Virología Molecular de la Facultad de Ciencias.,Gonzalo Moratorio trabajó en el Laboratorio de Virología Molecular de la Facultad de, Ciencias,Ciencias,Ciencias,True, Ciencias,[7995],False
charruaLLM,412,476,test_gold,El coronavirus ingresó a Uruguay.,El coronavirus ingresó a, Uruguay,Uruguay,la,False, la,[279],False
