model,id,quales_id,quales_split,assertion,input,goal,target_word,predicted_word,target_token_count,target_token_ids,target_token_details,nll_sum,nll_mean,target_word_probability,geometric_mean_token_probability,token_perplexity
charruaLLM,375,385,test_gold,Álvaro Delgado fue secretario de Presidencia.,Álvaro Delgado fue secretario de, Presidencia,Presidencia,"Presidencia,",1,[3686],"[{""position"": 0, ""token_id"": 3686, ""token"": ""ĠPresidencia"", ""probability"": 0.42364228083405436, ""nll"": 0.8588658571243286}]",0.8588658571243286,0.8588658571243286,0.42364228083405436,0.42364228083405436,2.360482051109794
charruaLLM,376,389,test_gold,Las canastas financiadas por los Fondos Sociales de la Construcción pesan unos 40 kilos.,Las canastas financiadas por los Fondos Sociales de la Construcción pesan unos 40, kilos,kilos,millones,1,[5501],"[{""position"": 0, ""token_id"": 5501, ""token"": ""Ġkilos"", ""probability"": 0.008790449995727504, ""nll"": 4.734089374542236}]",4.734089374542236,4.734089374542236,0.008790449995727504,0.008790449995727504,113.75981894965996
charruaLLM,377,39,test_gold,"Roberto Tórrez fue el jefe de Epidemiología de Santa Cruz, Bolivia.","Roberto Tórrez fue el jefe de Epidemiología de Santa Cruz,", Bolivia,Bolivia,quien,1,[4722],"[{""position"": 0, ""token_id"": 4722, ""token"": ""ĠBolivia"", ""probability"": 0.00018786046161137996, ""nll"": 8.579811096191406}]",8.579811096191406,8.579811096191406,0.00018786046161137996,0.00018786046161137996,5323.0998764852575
charruaLLM,378,395,test_gold,Íñigo Urkullu fue presidente del País Vasco.,Íñigo Urkullu fue presidente del País, Vasco,Vasco,"Vasco,",1,[10920],"[{""position"": 0, ""token_id"": 10920, ""token"": ""ĠVasco"", ""probability"": 0.6295861259780635, ""nll"": 0.46269261837005615}]",0.46269261837005615,0.46269261837005615,0.6295861259780635,0.6295861259780635,1.58834503928513
charruaLLM,379,396,test_gold,La Guerra Civil Española terminó en 1939.,La Guerra Civil Española terminó en, 1939,1939,la,2,"[812, 8350]","[{""position"": 0, ""token_id"": 812, ""token"": ""Ġ19"", ""probability"": 0.03713995362677049, ""nll"": 3.2930619716644287}, {""position"": 1, ""token_id"": 8350, ""token"": ""39"", ""probability"": 0.029961821181900414, ""nll"": 3.507831335067749}]",6.800893306732178,3.400446653366089,0.0011127806492693712,0.03335836700543615,29.977486602897493
charruaLLM,380,40,test_gold,"Bolivia, Venezuela y Uruguay fueron los países de América Latina que no tenían casos de Covid.","Bolivia, Venezuela y Uruguay fueron los países de América Latina que no tenían casos de", Covid,Covid,covid-19,3,"[1272, 341, 68]","[{""position"": 0, ""token_id"": 1272, ""token"": ""ĠCo"", ""probability"": 0.003373521211800593, ""nll"": 5.691798210144043}, {""position"": 1, ""token_id"": 341, ""token"": ""vi"", ""probability"": 0.9856618216464562, ""nll"": 0.014441963285207748}, {""position"": 2, ""token_id"": 68, ""token"": ""d"", ""probability"": 0.9976275357068592, ""nll"": 0.002375283045694232}]",5.708615456474945,1.9028718188249816,0.003317262260820099,0.14913970142820918,6.705122716645415
charruaLLM,381,403,test_gold,"Los no vacunados que viajaban a Suiza debían presentar un test negativo al llegar y, además, hacerse otra prueba entre cuatro y siete días después.","Los no vacunados que viajaban a Suiza debían presentar un test negativo al llegar y, además, hacerse otra prueba entre cuatro y siete días", después,después,después,1,[985],"[{""position"": 0, ""token_id"": 985, ""token"": ""ĠdespuÃ©s"", ""probability"": 0.48773531313913715, ""nll"": 0.7179824113845825}]",0.7179824113845825,0.7179824113845825,0.48773531313913715,0.48773531313913715,2.0502923882296957
charruaLLM,382,406,test_gold,Greg Mortimer es un crucero.,Greg Mortimer es un, crucero,crucero,hombre,2,"[2301, 12129]","[{""position"": 0, ""token_id"": 2301, ""token"": ""Ġcru"", ""probability"": 2.4660878541359353e-05, ""nll"": 10.610292434692383}, {""position"": 1, ""token_id"": 12129, ""token"": ""cero"", ""probability"": 0.47742646386180276, ""nll"": 0.739345133304596}]",11.349637567996979,5.674818783998489,1.1773756037726607e-05,0.0034312907247458072,291.4355209799603
charruaLLM,383,409,test_gold,El crucero Greg Mortimer tuvo 200 personas a bordo.,El crucero Greg Mortimer tuvo 200 personas a, bordo,bordo,"bordo,",1,[9517],"[{""position"": 0, ""token_id"": 9517, ""token"": ""Ġbordo"", ""probability"": 0.9850369315057854, ""nll"": 0.015076144598424435}]",0.015076144598424435,0.015076144598424435,0.9850369315057854,0.9850369315057854,1.015190362935267
charruaLLM,384,41,test_gold,El coronavirus apareció por primera vez en diciembre.,El coronavirus apareció por primera vez en, diciembre,diciembre,el,1,[2136],"[{""position"": 0, ""token_id"": 2136, ""token"": ""Ġdiciembre"", ""probability"": 0.004369630363251307, ""nll"": 5.433076858520508}]",5.433076858520508,5.433076858520508,0.004369630363251307,0.004369630363251307,228.85230943331578
charruaLLM,385,410,test_gold,La Armada Nacional evacuó a ciudadanos australianos con COVID-19 del crucero Greg Mortimer.,La Armada Nacional evacuó a ciudadanos australianos con COVID-19 del crucero Greg, Mortimer,Mortimer,"Mortimer,",3,"[2507, 297, 6979]","[{""position"": 0, ""token_id"": 2507, ""token"": ""ĠMor"", ""probability"": 0.44198057807581487, ""nll"": 0.8164893388748169}, {""position"": 1, ""token_id"": 297, ""token"": ""ti"", ""probability"": 0.7984026335741922, ""nll"": 0.22514225542545319}, {""position"": 2, ""token_id"": 6979, ""token"": ""mer"", ""probability"": 0.9129904281181304, ""nll"": 0.09102988243103027}]",1.1326614767313004,0.3775538255771001,0.3221746540088441,0.6855363012041746,1.4587119576942258
charruaLLM,386,413,test_gold,Tim Cook fue el CEO de Apple que felicitó al gobierno por las alertas de Coronavirus.uy.,Tim Cook fue el CEO de Apple que felicitó al gobierno por las alertas de, Coronavirus.uy,Coronavirus.uy,los,6,"[2044, 845, 341, 4503, 14, 4775]","[{""position"": 0, ""token_id"": 2044, ""token"": ""ĠCor"", ""probability"": 5.70428661647774e-05, ""nll"": 9.771707534790039}, {""position"": 1, ""token_id"": 845, ""token"": ""ona"", ""probability"": 0.8106443085403857, ""nll"": 0.20992590487003326}, {""position"": 2, ""token_id"": 341, ""token"": ""vi"", ""probability"": 0.9202891910020221, ""nll"": 0.08306732028722763}, {""position"": 3, ""token_id"": 4503, ""token"": ""rus"", ""probability"": 0.9942540595608975, ""nll"": 0.0057625118643045425}, {""position"": 4, ""token_id"": 14, ""token"": ""."", ""probability"": 0.2749624741167365, ""nll"": 1.2911206483840942}, {""position"": 5, ""token_id"": 4775, ""token"": ""uy"", ""probability"": 0.00011388783283737024, ""nll"": 9.080296516418457}]",20.441880436614156,3.406980072769026,1.3249641471697176e-09,0.03314113321564957,30.173983294204017
charruaLLM,387,42,test_gold,El coronavirus apareció por primera vez en China.,El coronavirus apareció por primera vez en, China,China,el,1,[2807],"[{""position"": 0, ""token_id"": 2807, ""token"": ""ĠChina"", ""probability"": 0.022364389505154084, ""nll"": 3.8002853393554688}]",3.8002853393554688,3.8002853393554688,0.022364389505154084,0.022364389505154084,44.71394132039869
charruaLLM,388,428,test_gold,La rebaja de sueldos para el fondo coronavirus duró dos meses.,La rebaja de sueldos para el fondo coronavirus duró dos, meses,meses,horas,1,[1295],"[{""position"": 0, ""token_id"": 1295, ""token"": ""Ġmeses"", ""probability"": 0.15068043943215823, ""nll"": 1.8925939798355103}]",1.8925939798355103,1.8925939798355103,0.15068043943215823,0.15068043943215823,6.636561479170865
charruaLLM,389,429,test_gold,El descuento a funcionarios se hizo a partir de un sueldo líquido por encima de los 80.000 pesos.,El descuento a funcionarios se hizo a partir de un sueldo líquido por encima de los 80.000, pesos,pesos,pesos,1,[2978],"[{""position"": 0, ""token_id"": 2978, ""token"": ""Ġpesos"", ""probability"": 0.7423847839273013, ""nll"": 0.2978875935077667}]",0.2978875935077667,0.2978875935077667,0.7423847839273013,0.7423847839273013,1.3470103666590314
charruaLLM,390,43,test_gold,El primer caso de Covid en Paraguay apareció en 2020.,El primer caso de Covid en Paraguay apareció en, 2020,2020,el,1,[15732],"[{""position"": 0, ""token_id"": 15732, ""token"": ""Ġ2020"", ""probability"": 0.0041457719345813875, ""nll"": 5.485666275024414}]",5.485666275024414,5.485666275024414,0.0041457719345813875,0.0041457719345813875,241.20960240447317
charruaLLM,391,436,test_gold,"La información para conocer quiénes necesitan asistencia proviene de fuentes de datos del Ministerio de Desarrollo Social, el Banco de Previsión Social y la Intendencia de Montevideo.","La información para conocer quiénes necesitan asistencia proviene de fuentes de datos del Ministerio de Desarrollo Social, el Banco de Previsión Social y la Intendencia de", Montevideo,Montevideo,Montevideo,1,[863],"[{""position"": 0, ""token_id"": 863, ""token"": ""ĠMontevideo"", ""probability"": 0.8033522339357515, ""nll"": 0.21896201372146606}]",0.21896201372146606,0.21896201372146606,0.8033522339357515,0.8033522339357515,1.244783991078035
charruaLLM,392,438,test_gold,"En España, los pacientes más graves y con mayor probabilidad de supervivencia tenían prioridad para ingresar a cuidados intensivos.","En España, los pacientes más graves y con mayor probabilidad de supervivencia tenían prioridad para ingresar a cuidados", intensivos,intensivos,intensivos,2,"[5619, 1433]","[{""position"": 0, ""token_id"": 5619, ""token"": ""Ġintensi"", ""probability"": 0.6339350978346349, ""nll"": 0.45580869913101196}, {""position"": 1, ""token_id"": 1433, ""token"": ""vos"", ""probability"": 0.9959025877606487, ""nll"": 0.004105829633772373}]",0.45991452876478434,0.22995726438239217,0.6313376044058129,0.794567558113099,1.2585462240300274
charruaLLM,393,44,test_gold,La LUD es la Liga Universitaria de Deportes.,La LUD es la Liga Universitaria de, Deportes,Deportes,"Deportes,",1,[13191],"[{""position"": 0, ""token_id"": 13191, ""token"": ""ĠDeportes"", ""probability"": 0.2878754559821964, ""nll"": 1.245227336883545}]",1.245227336883545,1.245227336883545,0.2878754559821964,0.2878754559821964,3.4737244152618727
charruaLLM,394,440,test_gold,María Cruz Martín es una médica intensivista española.,María Cruz Martín es una médica intensivista, española,española,que,1,[4586],"[{""position"": 0, ""token_id"": 4586, ""token"": ""ĠespaÃ±ola"", ""probability"": 0.0007742518734658228, ""nll"": 7.163613319396973}]",7.163613319396973,7.163613319396973,0.0007742518734658228,0.0007742518734658228,1291.5693642737335
charruaLLM,395,445,test_gold,Robert Silva fue el presidente de la Administración Nacional de Educación Pública.,Robert Silva fue el presidente de la Administración Nacional de Educación, Pública,Pública,Pública,1,[4498],"[{""position"": 0, ""token_id"": 4498, ""token"": ""ĠPÃºblica"", ""probability"": 0.8845931216240615, ""nll"": 0.12262748926877975}]",0.12262748926877975,0.12262748926877975,0.8845931216240615,0.8845931216240615,1.1304632328183362
charruaLLM,396,447,test_gold,Un estudiante de enseñanza media tiene 12 o 13 profesores.,Un estudiante de enseñanza media tiene 12 o 13, profesores,profesores,años,1,[7400],"[{""position"": 0, ""token_id"": 7400, ""token"": ""Ġprofesores"", ""probability"": 0.00019020255789913812, ""nll"": 8.567420959472656}]",8.567420959472656,8.567420959472656,0.00019020255789913812,0.00019020255789913812,5257.552848107787
charruaLLM,397,448,test_gold,La estrategia para enfrentar la pandemia fue el aislamiento social y quedarse en casa.,La estrategia para enfrentar la pandemia fue el aislamiento social y quedarse en, casa,casa,casa,1,[1611],"[{""position"": 0, ""token_id"": 1611, ""token"": ""Ġcasa"", ""probability"": 0.8449619416818318, ""nll"": 0.16846369206905365}]",0.16846369206905365,0.16846369206905365,0.8449619416818318,0.8449619416818318,1.1834852561638183
charruaLLM,398,45,test_gold,Santiago Alonso fue presidente de la LUD.,Santiago Alonso fue presidente de la, LUD,LUD,AUF,3,"[450, 53, 36]","[{""position"": 0, ""token_id"": 450, ""token"": ""ĠL"", ""probability"": 0.0007052871340524132, ""nll"": 7.256905555725098}, {""position"": 1, ""token_id"": 53, ""token"": ""U"", ""probability"": 0.27919533399097035, ""nll"": 1.275843620300293}, {""position"": 2, ""token_id"": 36, ""token"": ""D"", ""probability"": 0.006997828851549164, ""nll"": 4.962155342102051}]",13.494904518127441,4.4983015060424805,1.377962611571342e-06,0.011127881134883274,89.86436751784099
charruaLLM,399,455,test_gold,"La aplicación CoronavirusUy contiene información sobre ingresos, egresos, test, agendas y vacunas.","La aplicación CoronavirusUy contiene información sobre ingresos, egresos, test, agendas y", vacunas,vacunas,otros,2,"[2325, 6629]","[{""position"": 0, ""token_id"": 2325, ""token"": ""Ġvac"", ""probability"": 0.022691882787147725, ""nll"": 3.78574800491333}, {""position"": 1, ""token_id"": 6629, ""token"": ""unas"", ""probability"": 0.9003393032518283, ""nll"": 0.10498358309268951}]",3.8907315880060196,1.9453657940030098,0.02043039393805274,0.14293492903434324,6.996190551574193
charruaLLM,400,456,test_gold,La aplicación CoronavirusUy requería 15 minutos para detectar a una persona contagiada cercana.,La aplicación CoronavirusUy requería 15 minutos para detectar a una persona contagiada, cercana,cercana,,1,[8298],"[{""position"": 0, ""token_id"": 8298, ""token"": ""Ġcercana"", ""probability"": 3.568167391153387e-05, ""nll"": 10.240873336791992}]",10.240873336791992,10.240873336791992,3.568167391153387e-05,3.568167391153387e-05,28025.591021298933
charruaLLM,401,457,test_gold,Gastón Milano es un ingeniero que formó parte del equipo que creó la aplicación CoronavirusUy.,Gastón Milano es un ingeniero que formó parte del equipo que creó la aplicación, CoronavirusUy,CoronavirusUy,de,5,"[2044, 845, 341, 4503, 2953]","[{""position"": 0, ""token_id"": 2044, ""token"": ""ĠCor"", ""probability"": 0.001427700598985328, ""nll"": 6.551690101623535}, {""position"": 1, ""token_id"": 845, ""token"": ""ona"", ""probability"": 0.22005030759031957, ""nll"": 1.5138990879058838}, {""position"": 2, ""token_id"": 341, ""token"": ""vi"", ""probability"": 0.46078983246543187, ""nll"": 0.7748132348060608}, {""position"": 3, ""token_id"": 4503, ""token"": ""rus"", ""probability"": 0.9639505412543873, ""nll"": 0.03671529144048691}, {""position"": 4, ""token_id"": 2953, ""token"": ""Uy"", ""probability"": 0.01675718390753081, ""nll"": 4.08892822265625}]",12.966045938432217,2.593209187686443,2.3383945859488705e-06,0.07477967259493692,13.372618056470424
charruaLLM,402,46,test_gold,La LUD suspendió su actividad deportiva.,La LUD suspendió su actividad, deportiva,deportiva,en,1,[9010],"[{""position"": 0, ""token_id"": 9010, ""token"": ""Ġdeportiva"", ""probability"": 0.0030517229960764806, ""nll"": 5.792048931121826}]",5.792048931121826,5.792048931121826,0.0030517229960764806,0.0030517229960764806,327.6837384276599
charruaLLM,403,465,test_gold,El uso de los teléfonos celulares puede desarrollar conductas adictivas.,El uso de los teléfonos celulares puede desarrollar conductas, adictivas,adictivas,de,2,"[9029, 1422]","[{""position"": 0, ""token_id"": 9029, ""token"": ""Ġadic"", ""probability"": 0.013927658798053699, ""nll"": 4.273878574371338}, {""position"": 1, ""token_id"": 1422, ""token"": ""tivas"", ""probability"": 0.9500620477614248, ""nll"": 0.051227983087301254}]",4.325106557458639,2.1625532787293196,0.01323214003820132,0.11503103945545011,8.693305778457177
charruaLLM,404,467,test_gold,Los trastornos que pueden venir a consecuencia del exceso de información son la ansiedad y la depresión.,Los trastornos que pueden venir a consecuencia del exceso de información son la ansiedad y la, depresión,depresión,depresión,1,[14846],"[{""position"": 0, ""token_id"": 14846, ""token"": ""ĠdepresiÃ³n"", ""probability"": 0.2516761022746463, ""nll"": 1.3796123266220093}]",1.3796123266220093,1.3796123266220093,0.2516761022746463,0.2516761022746463,3.973360962610312
charruaLLM,405,468,test_gold,La hiperconectividad provoca adicciones sociales.,La hiperconectividad provoca adicciones, sociales,sociales,",",1,[2551],"[{""position"": 0, ""token_id"": 2551, ""token"": ""Ġsociales"", ""probability"": 0.0006736077133303904, ""nll"": 7.302862644195557}]",7.302862644195557,7.302862644195557,0.0006736077133303904,0.0006736077133303904,1484.543570702138
charruaLLM,406,469,test_gold,Los teléfonos celulares fueron la tecnología de comunicación con mayor crecimiento a nivel global.,Los teléfonos celulares fueron la tecnología de comunicación con mayor crecimiento a nivel, global,global,mundial,1,[4375],"[{""position"": 0, ""token_id"": 4375, ""token"": ""Ġglobal"", ""probability"": 0.13826909433827306, ""nll"": 1.9785535335540771}]",1.9785535335540771,1.9785535335540771,0.13826909433827306,0.13826909433827306,7.2322741736741
charruaLLM,407,47,test_gold,La LUD retomó su actividad deportiva.,La LUD retomó su actividad, deportiva,deportiva,en,1,[9010],"[{""position"": 0, ""token_id"": 9010, ""token"": ""Ġdeportiva"", ""probability"": 0.0017987745996786706, ""nll"": 6.32064962387085}]",6.32064962387085,6.32064962387085,0.0017987745996786706,0.0017987745996786706,555.934023183693
charruaLLM,408,471,test_gold,El primer caso de covid-19 en Uruguay se detectó en marzo.,El primer caso de covid-19 en Uruguay se detectó en, marzo,marzo,el,1,[2278],"[{""position"": 0, ""token_id"": 2278, ""token"": ""Ġmarzo"", ""probability"": 0.07042846881180244, ""nll"": 2.6531577110290527}]",2.6531577110290527,2.6531577110290527,0.07042846881180244,0.07042846881180244,14.198803649589204
charruaLLM,409,472,test_gold,"El proyecto de secuenciación del genoma de SARS-CoV-2 en Uruguay estuvo a cargo de la Universidad de la República (Udelar), el Institut Pasteur de Montevideo, el Instituto Nacional de Investigación Agropecuaria (INIA) y el Instituto de Investigaciones Biológicas Clemente Estable (IIBCE).","El proyecto de secuenciación del genoma de SARS-CoV-2 en Uruguay estuvo a cargo de la Universidad de la República (Udelar), el Institut Pasteur de Montevideo, el Instituto Nacional de Investigación Agropecuaria (INIA) y el Instituto de Investigaciones Biológicas Clemente Estable", (IIBCE),(IIBCE),(IIBCE),5,"[403, 5846, 4952, 37, 9]","[{""position"": 0, ""token_id"": 403, ""token"": ""Ġ("", ""probability"": 0.8171201870869442, ""nll"": 0.20196908712387085}, {""position"": 1, ""token_id"": 5846, ""token"": ""II"", ""probability"": 0.8417887093281342, ""nll"": 0.17222623527050018}, {""position"": 2, ""token_id"": 4952, ""token"": ""BC"", ""probability"": 0.6868629792943318, ""nll"": 0.37562045454978943}, {""position"": 3, ""token_id"": 37, ""token"": ""E"", ""probability"": 0.7349095370819538, ""nll"": 0.3080078661441803}, {""position"": 4, ""token_id"": 9, ""token"": "")"", ""probability"": 0.25712389919617795, ""nll"": 1.3581972122192383}]",2.416020855307579,0.4832041710615158,0.08927615435053642,0.6168038770143669,1.6212608857786208
charruaLLM,410,474,test_gold,"El test serológico detecta, en sangre obtenida de las personas, si hay anticuerpos generados por el virus.","El test serológico detecta, en sangre obtenida de las personas, si hay anticuerpos generados por el", virus,virus,virus,1,[8069],"[{""position"": 0, ""token_id"": 8069, ""token"": ""Ġvirus"", ""probability"": 0.34641424279197297, ""nll"": 1.0601199865341187}]",1.0601199865341187,1.0601199865341187,0.34641424279197297,0.34641424279197297,2.8867173356971794
charruaLLM,411,475,test_gold,Gonzalo Moratorio trabajó en el Laboratorio de Virología Molecular de la Facultad de Ciencias.,Gonzalo Moratorio trabajó en el Laboratorio de Virología Molecular de la Facultad de, Ciencias,Ciencias,Ciencias,1,[7995],"[{""position"": 0, ""token_id"": 7995, ""token"": ""ĠCiencias"", ""probability"": 0.3532346502913211, ""nll"": 1.0406227111816406}]",1.0406227111816406,1.0406227111816406,0.3532346502913211,0.3532346502913211,2.8309793480771943
charruaLLM,412,476,test_gold,El coronavirus ingresó a Uruguay.,El coronavirus ingresó a, Uruguay,Uruguay,la,1,[655],"[{""position"": 0, ""token_id"": 655, ""token"": ""ĠUruguay"", ""probability"": 0.24601548523321923, ""nll"": 1.4023607969284058}]",1.4023607969284058,1.4023607969284058,0.24601548523321923,0.24601548523321923,4.064784779917468
charruaLLM,413,48,test_gold,El doctor Carlos Voituret estuvo involucrado en la redacción de los protocolos sanitarios.,El doctor Carlos Voituret estuvo involucrado en la redacción de los protocolos, sanitarios,sanitarios,de,2,"[1752, 9788]","[{""position"": 0, ""token_id"": 1752, ""token"": ""Ġsan"", ""probability"": 0.16389477248410192, ""nll"": 1.8085306882858276}, {""position"": 1, ""token_id"": 9788, ""token"": ""itarios"", ""probability"": 0.993923029955546, ""nll"": 0.006095509976148605}]",1.8146261982619762,0.9073130991309881,0.16289878886127343,0.4036072210222129,2.477656364688688
charruaLLM,414,481,test_gold,José Quintín Olano fue el director de Salud del departamento de Treinta y Tres.,José Quintín Olano fue el director de Salud del departamento de Treinta y, Tres,Tres,"Tres,",1,[6157],"[{""position"": 0, ""token_id"": 6157, ""token"": ""ĠTres"", ""probability"": 0.9969902300658567, ""nll"": 0.003014308400452137}]",0.003014308400452137,0.003014308400452137,0.9969902300658567,0.9969902300658567,1.003018855996156
charruaLLM,415,491,test_gold,Las N95 son máscaras.,Las N95 son, máscaras,máscaras,el,3,"[422, 766, 272]","[{""position"": 0, ""token_id"": 422, ""token"": ""ĠmÃ¡s"", ""probability"": 0.01239499055660973, ""nll"": 4.390462875366211}, {""position"": 1, ""token_id"": 766, ""token"": ""car"", ""probability"": 0.004770730449466701, ""nll"": 5.3452558517456055}, {""position"": 2, ""token_id"": 272, ""token"": ""as"", ""probability"": 0.9756896649224824, ""nll"": 0.02461070939898491}]",9.760329436510801,3.2534431455036006,5.769561196296622e-05,0.038640932167790056,25.879292861199932
charruaLLM,416,492,test_gold,El coronavirus se contagia por el aire.,El coronavirus se contagia por el, aire,aire,"virus,",1,[4388],"[{""position"": 0, ""token_id"": 4388, ""token"": ""Ġaire"", ""probability"": 0.004461507174156785, ""nll"": 5.41226863861084}]",5.41226863861084,5.41226863861084,0.004461507174156785,0.004461507174156785,224.13950285510808
charruaLLM,417,495,test_gold,El 1º de mayo se celebra el Día Internacional de los Trabajadores.,El 1º de mayo se celebra el Día Internacional de los, Trabajadores,Trabajadores,Trabajadores,1,[10319],"[{""position"": 0, ""token_id"": 10319, ""token"": ""ĠTrabajadores"", ""probability"": 0.1569694433946336, ""nll"": 1.8517041206359863}]",1.8517041206359863,1.8517041206359863,0.1569694433946336,0.1569694433946336,6.37066666208353
charruaLLM,418,509,test_gold,Los vecinos de Cotravi pidieron un subsidio de 20.000 pesos.,Los vecinos de Cotravi pidieron un subsidio de 20.000, pesos,pesos,dólares,1,[2978],"[{""position"": 0, ""token_id"": 2978, ""token"": ""Ġpesos"", ""probability"": 0.32459542622633586, ""nll"": 1.1251757144927979}]",1.1251757144927979,1.1251757144927979,0.32459542622633586,0.32459542622633586,3.080758135213877
charruaLLM,419,51,test_gold,"Reino Unido, Baréin, Canadá, Arabia Saudita y México aprobaron el uso de emergencia de la vacuna de Pfizer-BioNTech contra el covid-19.","Reino Unido, Baréin, Canadá, Arabia Saudita y México aprobaron el uso de emergencia de la vacuna de Pfizer-BioNTech contra el", covid-19,covid-19,coronavirus,5,"[781, 341, 68, 13, 2198]","[{""position"": 0, ""token_id"": 781, ""token"": ""Ġco"", ""probability"": 0.21845965499019013, ""nll"": 1.5211539268493652}, {""position"": 1, ""token_id"": 341, ""token"": ""vi"", ""probability"": 0.9965237052727829, ""nll"": 0.003482351079583168}, {""position"": 2, ""token_id"": 68, ""token"": ""d"", ""probability"": 0.9995004052016162, ""nll"": 0.0004997196374461055}, {""position"": 3, ""token_id"": 13, ""token"": ""-"", ""probability"": 0.9547110756444104, ""nll"": 0.046346522867679596}, {""position"": 4, ""token_id"": 2198, ""token"": ""19"", ""probability"": 0.9974012138820113, ""nll"": 0.0026021688245236874}]",1.5740846892585978,0.31481693785171955,0.20719711565895338,0.7299224832171691,1.3700084913023245
charruaLLM,420,510,test_gold,Las canastas del gobierno valían 1.200 pesos.,Las canastas del gobierno valían 1.200, pesos,pesos,millones,1,[2978],"[{""position"": 0, ""token_id"": 2978, ""token"": ""Ġpesos"", ""probability"": 0.031872262145457145, ""nll"": 3.446019172668457}]",3.446019172668457,3.446019172668457,0.031872262145457145,0.031872262145457145,31.375243948366347
charruaLLM,421,514,test_gold,Nicolás Jodal trabajó en GeneXus,Nicolás Jodal trabajó en, GeneXus,GeneXus,la,4,"[442, 530, 56, 427]","[{""position"": 0, ""token_id"": 442, ""token"": ""ĠG"", ""probability"": 0.0020423638649400356, ""nll"": 6.193647384643555}, {""position"": 1, ""token_id"": 530, ""token"": ""ene"", ""probability"": 0.057441763009457115, ""nll"": 2.8569836616516113}, {""position"": 2, ""token_id"": 56, ""token"": ""X"", ""probability"": 0.07433940041328366, ""nll"": 2.599114179611206}, {""position"": 3, ""token_id"": 427, ""token"": ""us"", ""probability"": 0.9703909915328032, ""nll"": 0.03005620464682579}]",11.679801430553198,2.9199503576382995,8.463045757221356e-06,0.053936364762426046,18.540367049294264
charruaLLM,422,515,test_gold,Las nuevas funcionalidades de CoronavirusUy fueron informadas por Jodal a través de Twitter.,Las nuevas funcionalidades de CoronavirusUy fueron informadas por Jodal a través de, Twitter,Twitter,un,1,[3478],"[{""position"": 0, ""token_id"": 3478, ""token"": ""ĠTwitter"", ""probability"": 0.01320308400299723, ""nll"": 4.327304840087891}]",4.327304840087891,4.327304840087891,0.01320308400299723,0.01320308400299723,75.73988015019751
charruaLLM,423,516,test_gold,Los datos sobre vacunación en la aplicación CoronavirusUy se actualizaban cada dos horas.,Los datos sobre vacunación en la aplicación CoronavirusUy se actualizaban cada dos, horas,horas,años,1,[1074],"[{""position"": 0, ""token_id"": 1074, ""token"": ""Ġhoras"", ""probability"": 0.03710890378195637, ""nll"": 3.293898344039917}]",3.293898344039917,3.293898344039917,0.03710890378195637,0.03710890378195637,26.947710605405554
charruaLLM,424,517,test_gold,El MSP es el Ministerio de Salud Pública.,El MSP es el Ministerio de Salud, Pública,Pública,Pública,1,[4498],"[{""position"": 0, ""token_id"": 4498, ""token"": ""ĠPÃºblica"", ""probability"": 0.9115464207638534, ""nll"": 0.09261275827884674}]",0.09261275827884674,0.09261275827884674,0.9115464207638534,0.9115464207638534,1.0970368345717652
charruaLLM,425,52,test_gold,El órgano regulador sanitario de México es Cofepris.,El órgano regulador sanitario de México es, Cofepris,Cofepris,el,4,"[1272, 1334, 80, 3840]","[{""position"": 0, ""token_id"": 1272, ""token"": ""ĠCo"", ""probability"": 0.00013720081488991266, ""nll"": 8.894064903259277}, {""position"": 1, ""token_id"": 1334, ""token"": ""fe"", ""probability"": 0.01334982831176208, ""nll"": 4.316251754760742}, {""position"": 2, ""token_id"": 80, ""token"": ""p"", ""probability"": 0.0622075057433502, ""nll"": 2.7772796154022217}, {""position"": 3, ""token_id"": 3840, ""token"": ""ris"", ""probability"": 0.03550217807749325, ""nll"": 3.3381612300872803}]",19.32575750350952,4.83143937587738,4.045108338388231e-09,0.007975033929182116,125.39131605958642
charruaLLM,426,520,test_gold,"El tapabocas debía cubrir el mentón, la boca y la nariz.","El tapabocas debía cubrir el mentón, la boca y la", nariz,nariz,boca,3,"[301, 358, 90]","[{""position"": 0, ""token_id"": 301, ""token"": ""Ġn"", ""probability"": 0.053591111695157366, ""nll"": 2.9263720512390137}, {""position"": 1, ""token_id"": 358, ""token"": ""ari"", ""probability"": 0.9669635502090642, ""nll"": 0.03359447792172432}, {""position"": 2, ""token_id"": 90, ""token"": ""z"", ""probability"": 0.9983817343297214, ""nll"": 0.0016195764765143394}]",2.9615861056372523,0.9871953685457507,0.05173679204286464,0.37262028946779024,2.6836971261771327
charruaLLM,427,521,test_gold,"Para evitar el contagio de COVID-19, se debía mantener una distancia de dos metros.","Para evitar el contagio de COVID-19, se debía mantener una distancia de dos", metros,metros,metros,1,[2558],"[{""position"": 0, ""token_id"": 2558, ""token"": ""Ġmetros"", ""probability"": 0.8701899063582603, ""nll"": 0.13904380798339844}]",0.13904380798339844,0.13904380798339844,0.8701899063582603,0.8701899063582603,1.1491744419157817
