id,quales_id,quales_split,assertion,input,goal
164,553,dev_gold,La OMS es la Organización Mundial de la Salud.,La OMS es la Organización Mundial de la, Salud
165,555,dev_gold,La demanda de servicios de salud aumenta en los inviernos.,La demanda de servicios de salud aumenta en los, inviernos
166,556,dev_gold,El Puente San Martín es el paso fronterizo entre Fray Bentos y Gualeguaychú.,El Puente San Martín es el paso fronterizo entre Fray Bentos y, Gualeguaychú
167,557,dev_gold,El primer caso positivo de COVID-19 en el puente San Martín es un camionero argentino.,El primer caso positivo de COVID-19 en el puente San Martín es un camionero, argentino
168,56,dev_gold,El artículo 331 literal D de la Constitución es el mecanismo constitucional para re-programar las elecciones obligatorias.,El artículo 331 literal D de la Constitución es el mecanismo constitucional para re-programar las elecciones, obligatorias
169,566,dev_gold,Los primeros casos de Coronavirus en Uruguay se registraron en marzo de 2020.,Los primeros casos de Coronavirus en Uruguay se registraron en marzo de, 2020
170,568,dev_gold,"Se desaconsejó la asistencia a los velatorios de las personas que conformaban la población de riesgo, así como de quienes presentaban síntomas o tenían un riesgo mayor de haber contraído la enfermedad.","Se desaconsejó la asistencia a los velatorios de las personas que conformaban la población de riesgo, así como de quienes presentaban síntomas o tenían un riesgo mayor de haber contraído la", enfermedad
171,569,dev_gold,El ministerio propuso que los directores de las funerarias ofrecieran una transmisión en vivo.,El ministerio propuso que los directores de las funerarias ofrecieran una transmisión en, vivo
172,571,dev_gold,Ruben Melogno es el vocalista de Psiglo.,Ruben Melogno es el vocalista de, Psiglo
173,572,dev_gold,Ruben Melogno murió de Covid-19.,Ruben Melogno murió de, Covid-19
174,573,dev_gold,Italia fue el país europeo con el mayor número de víctimas por Coronavirus.,Italia fue el país europeo con el mayor número de víctimas por, Coronavirus
175,584,dev_gold,El tiempo de funcionamiento de estos refugios dependió de la evolución de la emergencia sanitaria.,El tiempo de funcionamiento de estos refugios dependió de la evolución de la emergencia, sanitaria
176,590,dev_gold,La pérdida de ingresos globales estimada a consecuencia de la crisis de la pandemia fue de 2 billones de dólares.,La pérdida de ingresos globales estimada a consecuencia de la crisis de la pandemia fue de 2 billones de, dólares
177,591,dev_gold,25 millones de empleos estuvieron en riesgo a nivel global debido a la pandemia.,25 millones de empleos estuvieron en riesgo a nivel global debido a la, pandemia
178,597,dev_gold,Rodolfo Reich fue periodista de La Nación.,Rodolfo Reich fue periodista de La, Nación
179,6,dev_gold,Pablo da Silveira fue ministro de Educación y Cultura.,Pablo da Silveira fue ministro de Educación y, Cultura
180,601,dev_gold,Guido Manini Ríos fue líder de Cabildo Abierto.,Guido Manini Ríos fue líder de Cabildo, Abierto
181,603,dev_gold,La curva de casos de coronavirus representa la cantidad de casos registrados en cada país.,La curva de casos de coronavirus representa la cantidad de casos registrados en cada, país
182,606,dev_gold,Los primeros casos de Covid-19 en América del Sur comenzaron a comienzos de marzo.,Los primeros casos de Covid-19 en América del Sur comenzaron a comienzos de, marzo
183,608,dev_gold,La Comisión Académica de Posgrados depende de la Universidad de la República.,La Comisión Académica de Posgrados depende de la Universidad de la, República
184,61,dev_gold,La emergencia sanitaria se declaró en Uruguay en marzo.,La emergencia sanitaria se declaró en Uruguay en, marzo
185,612,dev_gold,La Agencia Nacional de Investigación e Innovación financió los proyectos para los kits RT-PCR.,La Agencia Nacional de Investigación e Innovación financió los proyectos para los kits, RT-PCR
186,614,dev_gold,Los Juegos Olímpicos se jugaron en Japón.,Los Juegos Olímpicos se jugaron en, Japón
187,615,dev_gold,Shinzo Abe fue presidente de Japón.,Shinzo Abe fue presidente de, Japón
188,616,dev_gold,Thomas Bach fue el presidente del Comité Olímpico Internacional.,Thomas Bach fue el presidente del Comité Olímpico, Internacional
189,617,dev_gold,Los Juegos Olímpicos de Tokio se realizaron en 2021.,Los Juegos Olímpicos de Tokio se realizaron en, 2021
190,618,dev_gold,Christophe de Kepper fue el director general del Comité Olímpico Internacional.,Christophe de Kepper fue el director general del Comité Olímpico, Internacional
191,620,dev_gold,Margaret Harris fue la vocera de la OMS.,Margaret Harris fue la vocera de la, OMS
192,621,dev_gold,El coronavirus se detectó por primera vez en la ciudad china de Wuhan.,El coronavirus se detectó por primera vez en la ciudad china de, Wuhan
193,624,dev_gold,Giuseppe Conte fue presidente de Italia.,Giuseppe Conte fue presidente de, Italia
194,627,dev_gold,En cerca de 100 escuelas hubo que contratar nuevos auxiliares.,En cerca de 100 escuelas hubo que contratar nuevos, auxiliares
195,63,dev_gold,Las elecciones departamentales estuvieron previstas para el 10 de mayo.,Las elecciones departamentales estuvieron previstas para el 10 de, mayo
196,633,dev_gold,Pinduoduo es una popular plataforma de comercio electrónico de compras en grupo.,Pinduoduo es una popular plataforma de comercio electrónico de compras en, grupo
197,637,dev_gold,El máximo de personas por grupo en los pubs y restaurantes de Irlanda era de seis personas.,El máximo de personas por grupo en los pubs y restaurantes de Irlanda era de seis, personas
198,641,dev_gold,Enrique Ruiz Escudero fue el ministro de salud español.,Enrique Ruiz Escudero fue el ministro de salud, español
199,644,dev_gold,Pedro Sánchez fue presidente de España,Pedro Sánchez fue presidente de, España
200,646,dev_gold,Las elecciones departamentales se quisieron posponer por el avance del nuevo coronavirus.,Las elecciones departamentales se quisieron posponer por el avance del nuevo, coronavirus
201,647,dev_gold,El diputado Iván Posada perteneció al Partido Independiente.,El diputado Iván Posada perteneció al Partido, Independiente
202,648,dev_gold,Beatriz Argimón fue vicepresidenta de Uruguay.,Beatriz Argimón fue vicepresidenta de, Uruguay
203,649,dev_gold,Wilfredo Penco emitió un comunicado como vicepresidente de la Corte Electoral.,Wilfredo Penco emitió un comunicado como vicepresidente de la Corte, Electoral
204,650,dev_gold,El primer caso de covid en China se dio a finales de 2019.,El primer caso de covid en China se dio a finales de, 2019
205,652,dev_gold,China controló la expansión del coronavirus.,China controló la expansión del, coronavirus
206,653,dev_gold,Varios millones de personas se confinaron en China debido al brote de COVID-19.,Varios millones de personas se confinaron en China debido al brote de, COVID-19
207,66,dev_gold,El artículo 77 determina la fecha de las elecciones departamentales.,El artículo 77 determina la fecha de las elecciones, departamentales
208,660,dev_gold,"El documento que recoge los resultados del estudio realizado por el grupo de investigación de género se llama 'La romantización del ""quédate en casa""'.","El documento que recoge los resultados del estudio realizado por el grupo de investigación de género se llama 'La romantización del ""quédate en"," casa""'"
209,666,dev_gold,La distancia a mantener entre personas saludables para evitar la propagación del virus era de más de dos metros.,La distancia a mantener entre personas saludables para evitar la propagación del virus era de más de dos, metros
210,670,dev_gold,Gustavo Grecco fue presidente del SMU.,Gustavo Grecco fue presidente del, SMU
211,671,dev_gold,El Sindicato Médico del Uruguay fue el primero en pedir el aislamiento masivo.,El Sindicato Médico del Uruguay fue el primero en pedir el aislamiento, masivo
212,672,dev_gold,Guido Manini Ríos fue el líder del partido Cabildo Abierto.,Guido Manini Ríos fue el líder del partido Cabildo, Abierto
213,673,dev_gold,Gustavo Ribero fue el vocero del SUAS.,Gustavo Ribero fue el vocero del, SUAS
214,674,dev_gold,El coronavirus se conoce desde el año 1960.,El coronavirus se conoce desde el año, 1960
215,677,dev_gold,Larry David nació en 1947.,Larry David nació en, 1947
216,678,dev_gold,Larry David nació en Brooklyn.,Larry David nació en, Brooklyn
217,680,dev_gold,José Luis Satdjian fue subsecretario del MSP.,José Luis Satdjian fue subsecretario del, MSP
218,681,dev_gold,José Luis Satdjian fue subsecretario del MSP.,José Luis Satdjian fue subsecretario del, MSP
219,682,dev_gold,Un médico con covid asintomático debía hacer 14 días de cuarentena.,Un médico con covid asintomático debía hacer 14 días de, cuarentena
220,683,dev_gold,Se consideraba 'contacto cercano' a aquella persona que estuviera a menos de dos metros de una persona confirmada como covid positivo durante un tiempo de diez minutos.,Se consideraba 'contacto cercano' a aquella persona que estuviera a menos de dos metros de una persona confirmada como covid positivo durante un tiempo de diez, minutos
221,690,dev_gold,El Sindicato Médico del Uruguay y el ex presidente Tabaré Vázquez propusieron la cuarentena obligatoria.,El Sindicato Médico del Uruguay y el ex presidente Tabaré Vázquez propusieron la cuarentena, obligatoria
222,692,dev_gold,Uruguay pudo realizar 200 tests por día.,Uruguay pudo realizar 200 tests por, día
223,697,dev_gold,Christian Di Candia fue intendente de Montevideo.,Christian Di Candia fue intendente de, Montevideo
224,7,dev_gold,Pablo Mieres fue ministro de Trabajo y Seguridad Social.,Pablo Mieres fue ministro de Trabajo y Seguridad, Social
225,707,dev_gold,Se estimó que el número de personas que padecen hambre aguda aumentaría en 130 millones a causa de la pandemia de covid-19.,Se estimó que el número de personas que padecen hambre aguda aumentaría en 130 millones a causa de la pandemia de, covid-19
226,708,dev_gold,Arif Husain fue jefe de la WFP.,Arif Husain fue jefe de la, WFP
227,712,dev_gold,El gobierno de Estados Unidos planeó tres fases para reabrir el país tras la cuarentena.,El gobierno de Estados Unidos planeó tres fases para reabrir el país tras la, cuarentena
228,713,dev_gold,Estaba previsto avanzar de una etapa a otra cada 14 días.,Estaba previsto avanzar de una etapa a otra cada 14, días
229,719,dev_gold,La duración del seguro de paro para los trabajadores de COPSA fue de cuatro meses.,La duración del seguro de paro para los trabajadores de COPSA fue de cuatro, meses
230,724,dev_gold,"En Israel, los niños mayores de 12 años podían vacunarse en horario escolar.","En Israel, los niños mayores de 12 años podían vacunarse en horario", escolar
231,725,dev_gold,"En Israel, cuatro de cada diez personas de entre 12 y 15 años tenían al menos una dosis de la vacuna contra el COVID-19.","En Israel, cuatro de cada diez personas de entre 12 y 15 años tenían al menos una dosis de la vacuna contra el", COVID-19
232,726,dev_gold,Claudio Moroni fue ministro de Trabajo de Argentina.,Claudio Moroni fue ministro de Trabajo de, Argentina
233,728,dev_gold,Las medidas del gobierno argentino para pagar la mitad del sueldo de los trabajadores del sector privado representaron el 3% del PIB.,Las medidas del gobierno argentino para pagar la mitad del sueldo de los trabajadores del sector privado representaron el 3% del, PIB
234,729,dev_gold,Ginés González García fue ministro de Salud.,Ginés González García fue ministro de, Salud
235,731,dev_gold,Yamandú Orsi fue candidato a la Intendencia de Canelones por el Frente Amplio.,Yamandú Orsi fue candidato a la Intendencia de Canelones por el Frente, Amplio
236,733,dev_gold,Guido Manini Ríos representó a Cabildo Abierto.,Guido Manini Ríos representó a Cabildo, Abierto
237,737,dev_gold,Daniel Salinas fue ministro de Salud Pública.,Daniel Salinas fue ministro de Salud, Pública
238,738,dev_gold,El laboratorio del MSP era capaz de procesar entre 80 y 100 muestras diarias.,El laboratorio del MSP era capaz de procesar entre 80 y 100 muestras, diarias
239,74,dev_gold,Iuli Edelstein fue presidente del Parlamento Israelí.,Iuli Edelstein fue presidente del Parlamento, Israelí
240,744,dev_gold,Baviera fue el estado con más casos de Covid-19.,Baviera fue el estado con más casos de, Covid-19
241,746,dev_gold,Wuhan es la capital de la provincia de Hubei.,Wuhan es la capital de la provincia de, Hubei
242,75,dev_gold,La capital de Israel es Jerusalén.,La capital de Israel es, Jerusalén
243,753,dev_gold,La VPN fue una de las herramientas informáticas más utilizadas para trabajar a distancia.,La VPN fue una de las herramientas informáticas más utilizadas para trabajar a, distancia
244,754,dev_gold,Vestirse de trabajo es una actividad que se recomienda para no distraerse al teletrabajar.,Vestirse de trabajo es una actividad que se recomienda para no distraerse al, teletrabajar
245,757,dev_gold,Slack es una aplicación de chat.,Slack es una aplicación de, chat
246,76,dev_gold,Benny Gantz fue el líder del partido Azul y Blanco.,Benny Gantz fue el líder del partido Azul y, Blanco
247,760,dev_gold,"Las medidas sanitarias que se debían respetar durante la caravana del 1 de mayo de 2020 incluían, por ejemplo, que solo pudiera ir una persona por moto o bicicleta, no más de dos por auto (una persona adelante y otra atrás) y todo el mundo con tapaboca.","Las medidas sanitarias que se debían respetar durante la caravana del 1 de mayo de 2020 incluían, por ejemplo, que solo pudiera ir una persona por moto o bicicleta, no más de dos por auto (una persona adelante y otra atrás) y todo el mundo con", tapaboca
248,764,dev_gold,El Colegio Médico del Uruguay invirtió en la compra de hasta 2.000 kits de diagnóstico.,El Colegio Médico del Uruguay invirtió en la compra de hasta 2.000 kits de, diagnóstico
249,765,dev_gold,La Red de Costura Solidaria entregó 1.235 tapabocas en el Hospital Maciel.,La Red de Costura Solidaria entregó 1.235 tapabocas en el Hospital, Maciel
250,768,dev_gold,En la ciudad italiana de Magenta se denunció discriminación al momento de realizar tests de Covid.,En la ciudad italiana de Magenta se denunció discriminación al momento de realizar tests de, Covid
251,770,dev_gold,Nicola Mumoli fue jerarca del hospital de Magenta.,Nicola Mumoli fue jerarca del hospital de, Magenta
252,771,dev_gold,Lombardía fue una de las regiones de Italia más afectadas por el Covid.,Lombardía fue una de las regiones de Italia más afectadas por el, Covid
253,772,dev_gold,Tedros Adhanom Ghebreyesus fue director general de la Organización Mundial de la Salud.,Tedros Adhanom Ghebreyesus fue director general de la Organización Mundial de la, Salud
254,80,dev_gold,"En Israel, debían pasar más de cinco meses desde la segunda dosis para recibir la vacuna de refuerzo.","En Israel, debían pasar más de cinco meses desde la segunda dosis para recibir la vacuna de", refuerzo
255,81,dev_gold,"Más de 1,2 millones de personas en Israel recibieron la tercera dosis contra el covid.","Más de 1,2 millones de personas en Israel recibieron la tercera dosis contra el", covid
256,83,dev_gold,"Las restricciones en Israel durante la cuarta ola de covid fueron el certificado de vacunación para acceder a determinados espacios y la limitación de personas congregadas, incluido en centros comerciales.","Las restricciones en Israel durante la cuarta ola de covid fueron el certificado de vacunación para acceder a determinados espacios y la limitación de personas congregadas, incluido en centros", comerciales
257,87,dev_gold,Las empresas más afectadas por la pandemia fueron las microempresas y las empresas del sector vinculado a los alojamientos y servicios de comida y comercio.,Las empresas más afectadas por la pandemia fueron las microempresas y las empresas del sector vinculado a los alojamientos y servicios de comida y, comercio
258,9,dev_gold,El PIT-CNT publicó un video en Facebook.,El PIT-CNT publicó un video en, Facebook
259,90,dev_gold,Las medidas anunciadas por el gobierno que más implementaron las empresas fueron el seguro de paro flexible y el aplazamiento de aportes tributarios.,Las medidas anunciadas por el gobierno que más implementaron las empresas fueron el seguro de paro flexible y el aplazamiento de aportes, tributarios
260,99,dev_gold,"Históricamente, seis de cada diez empresas han enviado empleados al seguro de desempleo.","Históricamente, seis de cada diez empresas han enviado empleados al seguro de", desempleo
261,10,test_gold,INAC quiere decir Instituto Nacional de Carnes.,INAC quiere decir Instituto Nacional de, Carnes
262,102,test_gold,El Comité Olímpico Nacional Italiano (CONI) decidió suspender el deporte en Italia.,El Comité Olímpico Nacional Italiano (CONI) decidió suspender el deporte en, Italia
263,109,test_gold,El período de incubación del virus está en un rango que va de dos a diez días.,El período de incubación del virus está en un rango que va de dos a diez, días
264,11,test_gold,Pablo Bartol fue ministro de Desarrollo Social.,Pablo Bartol fue ministro de Desarrollo, Social
265,110,test_gold,El coronavirus era muy similar a la gripe.,El coronavirus era muy similar a la, gripe
266,111,test_gold,El segundo caso positivo de COVID-19 en Liverpool fue el preparador físico Gastón Mañaka.,El segundo caso positivo de COVID-19 en Liverpool fue el preparador físico Gastón, Mañaka
267,112,test_gold,El segundo caso positivo de COVID-19 en Liverpool estuvo en cuarentena durante 7 días.,El segundo caso positivo de COVID-19 en Liverpool estuvo en cuarentena durante 7, días
268,114,test_gold,Algunos medios tuvieron una actitud xenofóbica hacia los chinos.,Algunos medios tuvieron una actitud xenofóbica hacia los, chinos
269,115,test_gold,"El principal motivo de desinformación sobre el coronavirus son las noticias morbosas, inexactas o lisa y llanamente inventadas.","El principal motivo de desinformación sobre el coronavirus son las noticias morbosas, inexactas o lisa y llanamente", inventadas
270,119,test_gold,El primer caso de Covid-19 en Argentina fue un hombre de 43 años que regresó a Argentina desde el norte de Italia.,El primer caso de Covid-19 en Argentina fue un hombre de 43 años que regresó a Argentina desde el norte de, Italia
271,12,test_gold,Ignacio Elgue fue el presidente del Instituto Nacional de Alimentación.,Ignacio Elgue fue el presidente del Instituto Nacional de, Alimentación
272,120,test_gold,El primer caso de Covid en Chile fue un médico de 33 años.,El primer caso de Covid en Chile fue un médico de 33, años
273,122,test_gold,El primer caso de Covid en Chile provino del sudeste asiático.,El primer caso de Covid en Chile provino del sudeste, asiático
274,123,test_gold,El primer país donde se detectaron casos de Covid-19 fue China.,El primer país donde se detectaron casos de Covid-19 fue, China
275,125,test_gold,Ginés González García fue el Ministro de Salud de Argentina.,Ginés González García fue el Ministro de Salud de, Argentina
276,126,test_gold,Miguel Asqueta fue director general de Salud.,Miguel Asqueta fue director general de, Salud
277,127,test_gold,Los primeros casos de Covid en el sudeste asiático aparecieron en enero de 2020.,Los primeros casos de Covid en el sudeste asiático aparecieron en enero de, 2020
278,128,test_gold,Jaime Mañalich fue Ministro de Salud de Chile.,Jaime Mañalich fue Ministro de Salud de, Chile
279,129,test_gold,El CAF puso a disposición fondos para atender problemáticas relacionadas con el covid en América Latina.,El CAF puso a disposición fondos para atender problemáticas relacionadas con el covid en América, Latina
280,138,test_gold,"El Consejo Superior de Deportes de España, la Liga y la Real Federación Española de Fútbol son los anunciantes de la vuelta del fútbol en España.","El Consejo Superior de Deportes de España, la Liga y la Real Federación Española de Fútbol son los anunciantes de la vuelta del fútbol en", España
281,140,test_gold,Irene Lozano fue presidenta del Consejo Superior de Deportes.,Irene Lozano fue presidenta del Consejo Superior de, Deportes
282,143,test_gold,El Palacio de Viana está ubicado en Madrid.,El Palacio de Viana está ubicado en, Madrid
283,147,test_gold,Las economías de América del Norte y Asia fueron las más afectadas por la pandemia.,Las economías de América del Norte y Asia fueron las más afectadas por la, pandemia
284,148,test_gold,Se esperaban caídas superiores al 30% en el comercio local de América Latina.,Se esperaban caídas superiores al 30% en el comercio local de América, Latina
285,150,test_gold,"Los sectores económicos más afectados por la pandemia de COVID-19 fueron la construcción, el comercio, la hotelería y la gastronomía.","Los sectores económicos más afectados por la pandemia de COVID-19 fueron la construcción, el comercio, la hotelería y la", gastronomía
286,154,test_gold,El undécimo fallecido por coronavirus en Uruguay tenía 80 años.,El undécimo fallecido por coronavirus en Uruguay tenía 80, años
287,160,test_gold,Tedros Adhanom Ghebreyesus fue director general de la OMS.,Tedros Adhanom Ghebreyesus fue director general de la, OMS
288,164,test_gold,China fue el país más afectado por el COVID-19.,China fue el país más afectado por el, COVID-19
289,165,test_gold,Italia fue el segundo país más afectado por el Covid.,Italia fue el segundo país más afectado por el, Covid
290,167,test_gold,El Covid empezó en la ciudad china de Wuhan.,El Covid empezó en la ciudad china de, Wuhan
291,171,test_gold,Jorge Quian fue ministro de Salud.,Jorge Quian fue ministro de, Salud
292,172,test_gold,Lucía Alonso fue directora de Epidemiología.,Lucía Alonso fue directora de, Epidemiología
293,173,test_gold,"Los principales síntomas de Covid eran fiebre, tos y dificultad para respirar.","Los principales síntomas de Covid eran fiebre, tos y dificultad para", respirar
294,174,test_gold,Giovanni Escalante fue representante de la OPS en Uruguay.,Giovanni Escalante fue representante de la OPS en, Uruguay
295,181,test_gold,Sao Paulo fue el estado de Brasil con más casos de Covid.,Sao Paulo fue el estado de Brasil con más casos de, Covid
296,184,test_gold,En Brasil se administró la vacuna Sinovac.,En Brasil se administró la vacuna, Sinovac
297,186,test_gold,"Brasil fue uno de los países con más casos de COVID-19 en el mundo, junto a Estados Unidos y la India.","Brasil fue uno de los países con más casos de COVID-19 en el mundo, junto a Estados Unidos y la", India
298,193,test_gold,Juan Carlos Blanco fue asistente técnico de Jorge Giordano.,Juan Carlos Blanco fue asistente técnico de Jorge, Giordano
299,196,test_gold,El riesgo de expansión del Covid-19 aumentó.,El riesgo de expansión del Covid-19, aumentó
300,2,test_gold,Los jugadores de Nacional estuvieron aislados por una semana.,Los jugadores de Nacional estuvieron aislados por una, semana
301,20,test_gold,Los dirigentes del SUNCA se reunieron con los representantes de las cámaras empresariales.,Los dirigentes del SUNCA se reunieron con los representantes de las cámaras, empresariales
302,200,test_gold,El primer caso de Covid-19 en el África Subsahariana se detectó.,El primer caso de Covid-19 en el África Subsahariana se, detectó
303,201,test_gold,Brasil es el primer país de Latinoamérica en haber presentado un caso de COVID-19.,Brasil es el primer país de Latinoamérica en haber presentado un caso de, COVID-19
304,202,test_gold,México fue el segundo país de Latinoamérica en presentar un caso de Covid.,México fue el segundo país de Latinoamérica en presentar un caso de, Covid
305,203,test_gold,Jorge Quian fue subsecretario de Salud Pública.,Jorge Quian fue subsecretario de Salud, Pública
306,206,test_gold,Los casos graves de coronavirus eran poco frecuentes.,Los casos graves de coronavirus eran poco, frecuentes
307,212,test_gold,"Las medidas solicitadas buscan proteger a mujeres, niñas, niños y adolescentes.","Las medidas solicitadas buscan proteger a mujeres, niñas, niños y", adolescentes
308,216,test_gold,Tedros Adhanom Ghebreyesus fue director de la OMS.,Tedros Adhanom Ghebreyesus fue director de la, OMS
309,217,test_gold,El director de la OMS fue etíope.,El director de la OMS fue, etíope
310,218,test_gold,Tedros Adhanom Ghebreyesus fue el director general de la Organización Mundial de la Salud.,Tedros Adhanom Ghebreyesus fue el director general de la Organización Mundial de la, Salud
311,219,test_gold,La OMS es la Organización Mundial de la Salud.,La OMS es la Organización Mundial de la, Salud
312,221,test_gold,El covid-19 se originó en Wuhan.,El covid-19 se originó en, Wuhan
313,223,test_gold,El virus que llevó a la pandemia se llama SARS CoV-2.,El virus que llevó a la pandemia se llama SARS, CoV-2
314,226,test_gold,El virus SARS CoV-2 causa la enfermedad covid-19.,El virus SARS CoV-2 causa la enfermedad, covid-19
315,23,test_gold,Daniel Radío fue el secretario del Sistema Integrado de Cuidados.,Daniel Radío fue el secretario del Sistema Integrado de, Cuidados
316,232,test_gold,La OMS es la Organización Mundial de la Salud.,La OMS es la Organización Mundial de la, Salud
317,233,test_gold,La OMS declaró la pandemia.,La OMS declaró la, pandemia
318,24,test_gold,Margarita Percovich integra la Red Pro Cuidados.,Margarita Percovich integra la Red Pro, Cuidados
319,241,test_gold,Países solicitaron asistencia financiera al FMI.,Países solicitaron asistencia financiera al, FMI
320,242,test_gold,Se esperaba que más de 170 países afiliados al FMI tuvieran un crecimiento per cápita negativo.,Se esperaba que más de 170 países afiliados al FMI tuvieran un crecimiento per cápita, negativo
321,243,test_gold,"América Latina, África y Asia fueron algunas de las regiones más afectadas por la pandemia.","América Latina, África y Asia fueron algunas de las regiones más afectadas por la", pandemia
322,248,test_gold,Algunos de los países con menor cantidad de casos flexibilizaron las restricciones por la pandemia.,Algunos de los países con menor cantidad de casos flexibilizaron las restricciones por la, pandemia
323,250,test_gold,"Según el Centro Europeo de Prevención y Control de Enfermedades, las medidas impuestas para la pandemia debían mantenerse al menos unos meses.","Según el Centro Europeo de Prevención y Control de Enfermedades, las medidas impuestas para la pandemia debían mantenerse al menos unos", meses
324,261,test_gold,Cerca de 600 personas murieron a causa del COVID en Suecia en 2020.,Cerca de 600 personas murieron a causa del COVID en Suecia en, 2020
325,264,test_gold,Camberra es la capital de Australia.,Camberra es la capital de, Australia
326,268,test_gold,Unos 430.000 pobladores de Canberra y sus comunidades aledañas tuvieron que confinarse tras detectarse un caso de COVID-19.,Unos 430.000 pobladores de Canberra y sus comunidades aledañas tuvieron que confinarse tras detectarse un caso de, COVID-19
327,270,test_gold,El fallecido tenía 73 años.,El fallecido tenía 73, años
328,274,test_gold,El CDC son los Centros de Control y Prevención de Enfermedades.,El CDC son los Centros de Control y Prevención de, Enfermedades
329,276,test_gold,La Reserva Federal planeó comprar bonos del Tesoro.,La Reserva Federal planeó comprar bonos del, Tesoro
330,277,test_gold,El límite fijado por la Reserva Federal para la compra de activos fue de 700.000 millones de dólares.,El límite fijado por la Reserva Federal para la compra de activos fue de 700.000 millones de, dólares
331,282,test_gold,El Comité de Emergencia de la OMS se reunió en Ginebra (Suiza).,El Comité de Emergencia de la OMS se reunió en Ginebra, (Suiza)
332,283,test_gold,La OMS declaró la emergencia internacional por el coronavirus.,La OMS declaró la emergencia internacional por el, coronavirus
333,284,test_gold,Tedros Adhanom Ghebreyesus fue director general de la OMS.,Tedros Adhanom Ghebreyesus fue director general de la, OMS
334,286,test_gold,Los casos de coronavirus en América se registraron en Canadá y Estados Unidos.,Los casos de coronavirus en América se registraron en Canadá y Estados, Unidos
335,287,test_gold,Los coronavirus son una extensa familia de virus que pueden causar desde un resfrío común hasta el síndrome respiratorio agudo severo.,Los coronavirus son una extensa familia de virus que pueden causar desde un resfrío común hasta el síndrome respiratorio agudo, severo
336,291,test_gold,Nacional y Wanderers jugaron la final del Torneo Intermedio.,Nacional y Wanderers jugaron la final del Torneo, Intermedio
337,294,test_gold,Boris Johnson estuvo aislado en la residencia oficial de Downing Street.,Boris Johnson estuvo aislado en la residencia oficial de Downing, Street
338,295,test_gold,La residencia oficial de Downing Street se encuentra en Londres.,La residencia oficial de Downing Street se encuentra en, Londres
339,296,test_gold,Matt Hancock fue el secretario de salud británico.,Matt Hancock fue el secretario de salud, británico
340,299,test_gold,Andrew Cuomo fue gobernador de Nueva York.,Andrew Cuomo fue gobernador de Nueva, York
341,302,test_gold,Chris Sununu fue republicano.,Chris Sununu fue, republicano
342,303,test_gold,Chris Sununu fue gobernador de Nueva Hampshire.,Chris Sununu fue gobernador de Nueva, Hampshire
343,31,test_gold,El coronavirus se originó en China.,El coronavirus se originó en, China
344,310,test_gold,La Trastienda abrió nuevamente con shows en vivo.,La Trastienda abrió nuevamente con shows en, vivo
345,312,test_gold,El protocolo de seguridad para los shows en vivo fue aprobado por el Poder Ejecutivo y la Intendencia de Montevideo.,El protocolo de seguridad para los shows en vivo fue aprobado por el Poder Ejecutivo y la Intendencia de, Montevideo
346,315,test_gold,El show de Buenos Muchachos en La Trastienda empezó a las 21 horas.,El show de Buenos Muchachos en La Trastienda empezó a las 21, horas
347,326,test_gold,Los anticuerpos monoclonales son proteínas artificiales que también se han usado en tratamientos contra determinados tipos de cáncer.,Los anticuerpos monoclonales son proteínas artificiales que también se han usado en tratamientos contra determinados tipos de, cáncer
348,328,test_gold,Una desventaja del uso de anticuerpos monoclonales era que un tratamiento sin coberturas sanitarias podía costar miles de dólares.,Una desventaja del uso de anticuerpos monoclonales era que un tratamiento sin coberturas sanitarias podía costar miles de, dólares
349,33,test_gold,El primer paciente con coronavirus en Estados Unidos fue una persona que había viajado a Wuhan.,El primer paciente con coronavirus en Estados Unidos fue una persona que había viajado a, Wuhan
350,330,test_gold,"Los corticoesteroides como la dexametasona, de bajo precio y disponibles en todo el mundo, y los antagonistas de interleucina-6 fueron los fármacos recomendados contra la COVID-19.","Los corticoesteroides como la dexametasona, de bajo precio y disponibles en todo el mundo, y los antagonistas de interleucina-6 fueron los fármacos recomendados contra la", COVID-19
351,333,test_gold,Italia fue el país más afectado por la pandemia de COVID-19.,Italia fue el país más afectado por la pandemia de, COVID-19
352,334,test_gold,Austria es un país donde el gobierno permitió la reapertura de los pequeños comercios.,Austria es un país donde el gobierno permitió la reapertura de los pequeños, comercios
353,338,test_gold,"La pandemia tiene su origen en Wuhan, capital de la provincia de Hubei, China.","La pandemia tiene su origen en Wuhan, capital de la provincia de Hubei,", China
354,34,test_gold,"El coronavirus afectó más a personas con enfermedades debilitantes, como afecciones neurológicas, diabetes y obesidad.","El coronavirus afectó más a personas con enfermedades debilitantes, como afecciones neurológicas, diabetes y", obesidad
355,341,test_gold,El primer contagiado en Wuhan murió el 11 de enero.,El primer contagiado en Wuhan murió el 11 de, enero
356,342,test_gold,La primera muerte por coronavirus fuera de China se registró en enero de 2020.,La primera muerte por coronavirus fuera de China se registró en enero de, 2020
357,349,test_gold,La información completa de la pandemia se encuentra en el Center for Systems Science and Engineering de la Johns Hopkins University.,La información completa de la pandemia se encuentra en el Center for Systems Science and Engineering de la Johns Hopkins, University
358,352,test_gold,"La covid-19 no logró vencer a las vacunas, que fueron eficaces contra las formas graves de la enfermedad.","La covid-19 no logró vencer a las vacunas, que fueron eficaces contra las formas graves de la", enfermedad
